,statement,is_toxic
3296,"nit: is this death-worthy? since it's in a tempdir, i'd just say `rm -f` and remove the `|| die`.",0
3297,nit: Is this git cl formatted? Alignment looks weird...,0
3298,nit: it is still not obvious from the doc that GerritChange entity is a child of GerritProject entity,0
3299,Nit: Iterables.getOnlyElement.,0
3300,"Nit: it's not necessary to add ""mipsel"" here because this is just a list of examples.",0
3301,nit: keep these alphabetized,0
3302,nit: kill everything after the comma in this sentence,0
3303,nit: kill this comment,0
3304,nit: Kills,0
3305,nit: leave a newline after a class docstring.,0
3306,"nit: Let's elaborate here a bit:
 // Returns the homepage specified by the extension in its manifest, if it
 // specifies a homepage. Otherwise, returns an empty url.",0
3307,nit: Let's kill all of the using statements in this CL.,0
3308,Nit: let's nuke the |numPopups| param for sake of simplicity.,1
3309,nit: Let's write BindRepeating. ditto for other callbacks.,0
3310,"nit: LoginBigUserView should only have one child. So we don't really need to get index and insert at the index. This could be simplified to:

  delete public_account_;
  public_account_ = nullptr;
  AddChildView(auth_user_);",0
3311,"nit: make this an even dumber struct by removing the ctor and changing line 103 so that it zero-initializes the instance via:

  AvailableLanguageAliases available_aliases = {};",0
3312,nit: make this constexpr PreviewsState kDisabledBits = ...,0
3313,NIT: Make this into constexpr offset_t kWidth = 2U;.,0
3314,"nit: May be call it SERVICE_UNAVAILABLE. It's verbose (makes it clear that the service is unavailable, not necessarily the preview). It's also consistent with the names above where HTTP_SUFFIX response code is logged as SUFFIX.",0
3315,"Nit: Maybe ""NaviNoVariationSynthetic"" since users aren't disqualified from the normal navi onboarding",0
3316,"nit: maybe combine these 2 branches into a single:
 if (feature_info_->IsWebGLContext()) {
  desire_multi_draw =
  feature_str.find(""GL_WEBGL_multi_draw "") != std::string::npos;
  desire_multi_draw_instanced =
  feature_str.find(""GL_WEBGL_multi_draw_instanced "") != std::string::npos;
 }",0
3317,nit: maybe die() here right away?,0
3318,nit: maybe have GRADLE12_HOME and GRADLE20_HOME like you have JAVA_HOME and JAVA6_HOME.,0
3319,nit: maybe mention that it's fine for latest_log_symlink to not exist,0
3320,nit: Maybe put a newline before MM_MODEM_GSM_NETWORK_REG_STATUS_UNKNOWN.,0
3321,nit: maybe we should DCHECK(options_.is_none()) first to clarify that this mist only be called once on an Entry.,0
3322,"nit: might be marginally more performant to do:
my_pids.extend(get_my_pids())
if pid in my_pids:",0
3323,"nit: move down to DRM_AUTH line.

marcheu:  Do we really want the MAP_OFFSET ioctl?

Wouldn't it be better to force user space to always use prime/dma_buf for mapping non-dumb gem buffers - even for a client's own buffers?",0
3324,"Nit: move the `*` onto `CodeItem`:

  const DexFile::CodeItem* code_item_;",0
3325,nit: move to private since we don't want external code to call this.,0
3326,"nit: multiline comments:

/*
 * fdajfdsakjdfs fdsj
 * fdjjdsfk
 */",0
3327,nit: name these unpackStateBitMask? I initially thought they were separate sets of dirty bits.,0
3328,nit: name this testConfigurationWithNoDimensions or just testWithConfiguration?,0
3329,nit: newline after is_source_touch_event_set_non_blocking.,0
3330,"nit: no need of WTF::, here and below",0
3331,Nit: Nonexist*e*nt.,0
3332,"nit: non-nullable, ie !OobeTypes.LanguageDsc",0
3333,"nit: Not my codebase, but it seems unusual that a getter function has side-effects like this.",0
3334,nit: nuke the white space,1
3335,nit: nullptr /* AbortSignal */,0
3336,nit: nullptr /* stream_override_params */,0
3337,"Nit: omit std::move() here, as it doesn't do anything for a float",0
3338,"Nit: perhaps:
 
 bool flush_done = (encoder_state_ == kFlushing) && (dqbuf.flags & V4L2_BUF_FLAG_LAST);
 
 if (dqbuf.m.planes[0].bytesused == 0 && flush_done) {
  ...
 } else {
  ...
 }
 
 l.782:
 if (flush_done) {
 }",0
3339,nit: pid might be better..also make sure that this gets refreshed properly.,0
3340,nit: place public methods before private methods instead of interspersing them,0
3341,nit: please delete '|unit|'; godoc comments usually don't contain pipes,0
3342,nit: please delete this commented-out code since it tends to rot,0
3343,nit: pls put spaces inside {} if they are not empty.,0
3344,"nit: pretty sure you don't need std::move here and below, as you get an rvalue from a function, not an lvalue",0
3345,Nit: Probably cleaner to return if allocation_base() is nullptr.,0
3346,"nit: Probably not your fault. But should data member name ends with a ""_"" ?
i.e.
  change_count => change_count_
  last_connection_type = last_connection_type_",0
3347,"nit: Put a comma after ""running"" i.e.:

die ""Please check that servod is running, or"" \",0
3348,"Nit: put a space after the colon, perhaps?",0
3349,"Nit: Put it in .cc file like destructor.

https://chromium.googlesource.com/chromium/src/+/master/styleguide/c++/c++-dos-and-donts.md#stop-inlining-constructors-and-destructors",0
3350,nit: put members below methods,0
3351,"nit: put the full URL or put these each on their own BUG: line, gerrit seems to only convert the first one into a link and I'm too lazy to copy-paste :)",0
3352,Nit: put this after NetBendingmarking to preserve lexicographic order.,0
3353,nit: Put this after ResumeDownload.,0
3354,nit: put this below after private:,0
3355,"nit: put this elsewhere in the file, like maybe above CanSwitchIme(), so the switch-IME tests are still next to each other",0
3356,nit: Put this on a new line below. Same for JavaDoc below.,0
3357,nit: put this with the other clk_ops structs below,0
3358,nit: remove observers in opposite order of adding them,0
3359,nit: remove this is_win block and expand the one above to cover this action,0
3360,nit: rubbish character -> useless characters at the front of the json ...,1
3361,nit: s/#000/black/,0
3362,nit: s/audible_players_count == 0/!audible_players_count/,0
3363,nit: s/nonesence/nonsense/,1
3364,nit: set rollback_happened to false and always call GetBoolean with rollback_happened value. GetBoolean will not change the value of its output if it returns false.,0
3365,"Nit: should be ""correctVersionsEnabled"" for consistency with other methods.",0
3366,"nit: should have a higher oom_score_adj to be killed earlier.
Don't forget the period.",0
3367,"Nit: should probably use American spelling ""color"" here, same below.",0
3368,nit: should these be EXPECT_TRUE instead of ASSERT_TRUE?,0
3369,"nit: Should these be ordered above ""tracing_features.h"" (p < t)?",0
3370,nit: should this be a docstring? Do private methods have docstrings?,0
3371,nit: Should we use kServiceWorkerScriptMaxCacheAge?,0
3372,nit: Should you also assert tabstrip is the child of tabstrip_region?,0
3373,"nit: since these aren't exported, i'd recommend shorter end-of-line comments:
 
  var shadowRegexp *regexp.Regexp // matches a path ...
  var devRegexp *regexp.Regexp // matches a path ...",0
3374,"Nit: since you're here let's remove these const's, and please use StringConstant.",0
3375,"Nit: sorry if this is a dumb questin, but why do you need the blocks? Can't you just reuse the objects vector like it is on line 88?",0
3376,"nit: spaces around =, i.e.:

    while ((pid = waitpid(-1, &status, 0)) != child) {
       ...
    }",0
3377,"nit: Spell out 'Daemon' instead of 'd', i.e. NewblueDaemon",0
3378,"nit: Starting C++11, this could be done directly in the declaration. ( bool have_token = false;)",0
3379,"nit: static_cast<uid_t>(-1). And maybe consider doing

constexpr uid_t kInvalidUid = static_cast<uid_t>(-1);

since you're also using the -1 constant in several places.",0
3380,nit: Still a $$ instead of $ here :-),0
3381,Nit: stomped by? Also where is this WideSelectionTreeUI you mention here?,0
3382,nit: Store the ID3D11Device locally instead of grabbing it 3 times.,0
3383,nit: Swap method order? It's show then hide in the declarations and other spots above.,0
3384,nit: Tast,0
3385,Nit: The other DRN_ENUM_NAME have one-line of white-space above.,0
3386,nit: The previous formatting for these responses seems more readable.,0
3387,"nit: then just have this be
 
  results_url=results_url,",0
3388,"Nit: These param names are a bit vague.  Given the usage below, what about:

normal_icon_color
hover_pressed_icon_color
hover_highlight_color
pressed_highlight_color",0
3389,nit: these statics are redundant,0
3390,nit: This and OnAssistantControllerDestroying should be moved down between OnHighlighterEnabledChanged and OnDeepLinkReceived to match the declaration order in header.,0
3391,nit: this cast looks useless.,0
3392,nit: this check is testing WTF::Vector is initialized empty which is not needed here.,0
3393,nit: this comment is rather silly now. please remove.,0
3394,nit: This could just be Drawable drawable = ThumbnailGradient...,0
3395,"nit: this is enough values that I wonder if it would be cleaner to keep these pulled into another object:

const ResponseCookieModification* cookie_modifiers[] = {...};
for (auto* modification : cookie_modifiers) {
  ...;
}",0
3396,"nit: this kinda feels like an sshHost thing, hot a Host thing. For example, if there were an HttpHost, we almost certainly would not expect it to automatically run within a bash shell environment. If the user wanted that, they would do something like 'sh -c ""$INLINE_SHELL_SCRIPT""'. I'm not sure what the escaping behavior should be then. Feel free to leave it here, though.",0
3397,nit: this line is totally worthless,1
3398,"nit: This needs 2 spaces before ""Obsolete"" like REGISTERING_TO_DEVTOOLS.",0
3399,"nit: This should be the first bullet, before the 16x bullet.",0
3400,Nit: This should go in the anonymous namespace at the top of the file.,0
3401,"nit: this will actually print HRESULT: HRESULT: 0xFFFFF. Remove the ""HRESULT:""",0
3402,nit: to be destroyed,0
3403,Nit: Try to make definition order match the header declaration order (or at least don't make it any worse than it already might be).,0
3404,"nit: unique_ptr<>& is a little ugly IMO, when not necessary.  Maybe
ExtensionThrottleEntry* entry = url_entries_[url_id].get();
?",0
3405,Nit: UNKNOW*N*.,0
3406,nit: unnecessary with the comment below above |render_process_id|,0
3407,"nit: update_phase(). The member should probably be renamed, too.",0
3408,"nit: use std::make_unique here
 
  _syncedSessionsObserver = std::make_unique<synced_sessions::SyncedSessionsObserverBridge>(
  self, _browserState);",0
3409,"nit: use std::make_unique here

  _syncedSessionsObserver = std::make_unique<synced_sessions::SyncedSessionsObserverBridge>(
    self, _browserState);",0
3410,nit: use std::string() instead of raw empty strings.,0
3411,"nit: use std::unordered_set<> if you don't care about ordering, it will use less memory and be faster with simple types like EGLNativeWindowType.",0
